name,voice_model,bio,bio_url,advanced_voice_model,skyrim_voice_folder,race,gender,species,ref_id,base_id,author,voice_accent,note
Dreyla Alor,FemaleDarkElfCommoner,"Dreyla Alor est une dunmer vivant à Solstheim. elle est la fille de Féthis Alor. on la trouve à Corberoc. tout comme les autres villageois de Corberoc, on la retrouve également à la Pierre de la Terre en train de travailler dessus et de lui rendre un culte. quand elle le fait, elle agit et semble avoir été endoctrinée.
interagir avec elle révélera à l'enfant de dragon ses antécédents et la mort de sa mère. sa mère était prêtresse de la nouvelle secte Temple de Corberoc de son village près du marais noir. un jour, les Argoniens ont attaqué leur village et sa mère a été l'une des nombreuses personnes tuées ce jour-là. depuis lors, elle et son père ont ouvert une cabane commerciale dans la colonie dunmer de Corberoc, fournissant ainsi des revenus à cette ville pauvre.
inconnu de la plupart, Dreyla a une relation secrète avec le capitaine de la Garde rédoran, le capitaine Veleth, mais garde leur relation secrète en raison de la désapprobation du père de Dreyla. cependant, le Capitaine Veleth veut que le père de Dreyla connaisse la vérité, comme il le déclare dans sa note à Dreyla.
Connaissez-vous quelqu'un qui s'appelle Miraak ? ""Je pense que oui, mais je ne suis pas sûr d'où j'ai entendu le nom.""",/wiki/Dreyla_Alor,DunmerFemaleCommoner,DLC2FemaleDarkElfCommoner,Dunmer,Female,Elf,18295,18294,Bethesda,cs,
Drifa,FemaleCommoner,"Drifa est un prêteur sur gages nordique à Faillaise. elle est l'épouse de Bersi Main-de-Miel et copropriétaire de la sauteuse La Crevette.
elle passe la majeure partie de la journée à l'intérieur du magasin avec son mari. elle se promène occasionnellement sur le marché de La Brècheen. que ce soit à l'extérieur du magasin ou à l'intérieur, Drifa ne propose aucun service ni option de dialogue. quand elle est à l'intérieur du magasin avec son mari, ils plaisantent en vain. elle est également connue pour être une fervente adepte de mara. Le dialogue avec son mari, Bersi Main-de-Miel, suggère qu'elle a utilisé des dépenses professionnelles pour payer le skooma, dont une bouteille se trouve sous le lit du couple.
bersi : "" Drifa ? Je regardais nos livres et il y a une entrée pour "" épices "". Il dit que nous avons dépensé 300 septims. Qu'est-ce que c'est ? "" Drifa : ""des épices ? je suis certain que je n'ai aucune idée de ce dont tu parles."" bersi : ""tu es sûr ? c'était de ta main. Si tu ne peux pas garder les livres droits, laisse-moi les faire."" Drifa : [avec un léger tremblement dans sa voix] ""oh, oui... des épices. c'était une commande spéciale pour quelqu'un à Blancherive. ça devrait arriver d'un jour à l'autre maintenant. ne te laisse pas inquiéter, ma chère.""
Drifa : ""vous continuez à donner et à donner du bersi, et ils continueront à en prendre et à en prendre. Quand est-ce que ça va finir ?"" bersi : "" Que veux-tu que je fasse, femme ? traverser la guilde ? les affronter tous un par un ? "" Drifa : ""tu sais que je ne veux pas dire ça. Nous devons trouver un moyen de nous en sortir. Peut-être parler à Laila..."" Bersi : ""Laila est aussi désemparée que stupide. Non. S'il y a quelque chose à faire à ce sujet ça, nous devons nous en occuper nous-mêmes.",/wiki/Drifa,NordFemaleCommoner,FemaleCommoner,Nord,Female,Human,019DCF,13354,Bethesda,en,
Dro'marash,MaleKhajiit,"Dro'marash est un guerrier Khajiit qui voyage aux côtés d'Ahkari.
lui, avec Kharjo, travaille comme Garde protégeant Ahkari et son compagnon, Zaynabi. il vend parfois des leçons dans l'art de persuader.
comme la plupart des Khajiits, il parle à la troisième personne, se désignant comme « celui-ci ». par exemple, s'il voulait exprimer qu'il est fatigué, il dirait « celui-ci est fatigué ».",/wiki/Dro%27marash,KhajiitMale,MaleKhajiit,Khajiit,Male,Khajiit,74347,01B1CF,Bethesda,cs,Shawn - started
Drovas Relvi,MaleDunmer,"Drovas Relvi est un dunmer qui travaille à l'auberge Le Netch éméché à Corberoc.
Drovas peut être vu travaillant à la Pierre de la Terre sous le contrôle de Miraak, lorsque l'Enfant de Dragon arrive à Corberoc. après sa libération, il reprend son travail au Netch éméché.
On peut demander à Drovas de devenir le nouvel intendant de Néloth, après la mort de Varona Nélas. il l'acceptera et quittera immédiatement Le Netch éméché pour Tel Mithryn.
à la fin de l'intendant réticent, Mogrul révèle que Drovas lui devait 1000 pièces d'or mais qu'il est ""intouchable"" alors qu'il travaillait pour Néloth. il exigera alors que les enfants de dragon paient la dette de Drovas puisqu'ils sont responsables de son départ de Corberoc. Si l'Enfant de Dragon ne le paie pas tout de suite, il enverra ses voyous après l'Enfant de Dragon jusqu'à ce qu'il récupère son or. la dette peut être réduite à 500 pièces d'or avec une intimidation réussie.
l'enfant de dragon peut également parler à Drovas de sa dette. Tout d'abord, choisissez l'option ""S'il vous plaît soyez patient, je vous récupérerai votre argent"" tout en parlant à Mogrul. Ensuite, rendez-vous à Tel Mithryn et parlez à Drovas. il dira qu'il n'a pas l'argent, mais donnera 250 pièces d'or à l'enfant de dragon s'il persiste. le reste de la dette devra toujours être payé par l'enfant de dragon.
Voulez-vous devenir le nouvel intendant de Tel Mithryn ? ""Euh... tu veux dire quitter Corberoc ? pour de bon ? pour aller travailler pour un Sorcier telvanni fou ? bien sûr. laisse-moi juste récupérer mes affaires. après y avoir réfléchi, peu importe. je peux avoir de nouvelles choses.""",/wiki/Drovas_Relvi,DunmerMale,MaleDarkElf,Dunmer,Male,Elf,01843D,17779,Bethesda,cs,
Adepte ivre,MaleNord,"c'est une mage qui est principalement adepte de la magie d'alternance et d'illusion. c'est une Brétonne plus âgée aux cheveux blancs. elle se trouve actuellement dans la forteresse de Morvunskar avec d'autres mages et cultistes. elle et les autres adorent Sanghin, le prince daedra des réjouissances hédonistes et de la débauche.",/wiki/Drunk_Cultist,NordMale,MaleNord,Nord,Male,Human,01CB2F,01CB2E,Bethesda,en,"Shawn - done. Not activated in vanilla, but could by mod(s)"
Dryston,MaleBrute,"Dryston est un Bréton Parjure résidant aux Galeries de Markarth.
après la tentative d'assassinat de Weylin contre Margret, une agente impériale, l'enfant de dragon a fouillé sa chambre à la recherche de preuves d'un mobile. apprenant que Weylin était employé par une personne mystérieuse nommée ""n"", ils quittent Les Galeries, pour être confrontés à Dryston, qui est irrité par le travail de détective de l'enfant de dragon.
pour connaître l'identité de « n », l'enfant de dragon doit gagner une bagarre avec lui. alternativement, on peut lui voler la note ou le tuer pendant le combat qui s'ensuit; l'acquisition de la note de Dryston donnera la même information. de toute façon, l'enfant de dragon apprendra que n est en réalité Nepos le Nez-Creux.
si l'enfant de dragon gagne la bagarre contre lui et ne le tue pas, il résidera ensuite dans la chambre de Weylin aux Galeries.
Dryston peut apparaître comme une cible radieuse pour la quête de la Guilde des voleurs « le métier de pêcheur ».",/wiki/Dryston,BretonMaleBrute,MaleBrute,Breton,Male,Human,0D6713,0D6711,Bethesda,fr,
Duach,MaleCommoner,"Duach est un serviteur breton et un prisonnier à l'extrémité nord de la Mine de Cidhna.
il a été arrêté il y a sept ans, lorsqu'un raid Parjure auquel il était impliqué a mal tourné.
Lorsqu'il est emprisonné à Mine de Cidhna, l'enfant de dragon peut parler du skooma à Duach, mais seulement s'il a d'abord parlé à Grisvar le Malchanceux, pour obtenir un surin.
en lui parlant, l'enfant de dragon a une chance de persuader Duach ou de le bagarrer pour le skooma, qu'il peut donner à Grisvar en échange d'un surin ou à Borkul la Bête pour qu'il laisse passer l'enfant de dragon. Une autre façon d'obtenir le skooma est de le voler à Duach.",/wiki/Duach,BretonMaleCommoner,MaleCommoner,Breton,Male,Human,19912,13393,Bethesda,fr,
Dulug,FemaleOrc,"Dulug est un mineur orsimer qui travaille à la mine de Dushnikh, au sein du fief de Dushnikh Yal.",/wiki/Dulug,OrsimerFemale,FemaleOrc,Orsimer,Female,Elf,0C78C1,0C78C0,Bethesda,ru,
Durak,MaleOrc,"Durak, homme d'Orque, est membre de la Garde de l'Aube. il a rejoint l'ordre pour venger la mort de ses deux femmes, tuées par des vampires.
Lorsque Durak rencontrera le joueur pour la première fois dans l'une des principales villes de Bordeciel, il offrira au joueur une chance de rejoindre la Garde de l'Aube, un ancien ordre de Chasseurs de vampires récemment rétabli.
plus tard, on le voit à l'extérieur du fort de la Garde de l'Aube, s'entraînant à viser avec une arbalète. interrogé sur l'arc, il mentionne qu'il est courant que les gens ne soient pas familiers avec cet arc, car c'est une spécialité de la Garde de l'Aube. cependant, il donnera au joueur une arbalète standard et quelques boulons en acier pour s'entraîner.
Une fois que le joueur s'est imposé comme un chasseur de vampires compétent, Durak sera prêt à suivre le joueur dans ses aventures à travers Bordeciel. si le joueur n'est pas un Orque, il sera prêt à lui donner un lien de sang, une désignation qui permet aux non-orques d'entrer librement dans les forteresses d'Orque.
après le retour du joueur et de Sérana au Fort de la Garde de l'Aube avec l'arc d'Auriel, Isran rallie la Garde de l'Aube pour attaquer le Château Volkihar et éliminer Harkon et sa cour avant qu'ils ne puissent mettre en œuvre la tyrannie de la prophétie du soleil. Durak rejoindra le groupe qu'Isran emmène pour attaquer le Château Volkihar.
Parmi les camarades de la Garde de l'Aube de Durak figurent Celann (un Bréton) et Ingjard (une Nordique). Les spécialités de combat de Durak sont le tir à l'arc, l'utilisation d'armures légères, les armes de mêlée à une main et l'utilisation de boucliers.",/wiki/Durak,OrsimerMale,MaleOrc,Orsimer,Male,Elf,015C16,01541D,Bethesda,ru,Shawn - started
Durnehviir,Dragon,"Durnehviir est un Dragon mort-vivant qui réside dans le Cairn de l'Âme. son nom est formé à partir des mots Dragon dur neh viir, et peut être grossièrement traduit par « maudit par la non-vie ».
il y a bien longtemps, Durnehviir vivait parmi ses compagnons dov (dragons) dans les cieux au-dessus de Tamriel. tandis que ses parents utilisaient des formes de combat plus traditionnelles, Durnehviir s'intéressait à alok-dilon (le mot dragon pour nécromancie), ce qui le conduisit finalement aux maîtres idéaux. les maîtres idéaux sont les esprits revenants malveillants qui gouvernent le royaume de l'oubli connu sous le nom de Cairn de l'Âme. Le souhait de Durnehviir était de lever des armées de morts-vivants à ses propres fins. Il a donc conclu un pacte avec les maîtres idéaux pour avoir accès aux morts-vivants de leur royaume. le pacte précisait que Durnehviir devait servir de Gardien du Cairn de l'Âme et empêcher une femme nommée Valérica de quitter le Cairn de l'Âme jusqu'à sa mort. étant un dragon immortel, Durnehviir accepta ces conditions, estimant que la pire chose qui puisse arriver serait de devoir attendre que Valérica meure de vieillesse. Malheureusement, les maîtres idéaux privilégient la tromperie à l'honneur et ont négligé de divulguer que Valérica est une vampire, et donc immortelle. Valérica était également protégée par une barrière magique, empêchant Durnehviir de la tuer, tout en la piégeant dans une zone relativement petite. en conséquence, le serment de Durnehviir le gardait éternellement piégé dans le Cairn de l'Âme.
après que le joueur ait visité le Cairn de l'Âme et désactivé la barrière autour de Valérica, durnhviir s'est précipité pour attaquer le joueur, Valérica et la fille de Valérica (également un vampire). étonnamment, le joueur a réussi à tuer Durnehviir, bien que Durnehviir ait pu se reconstituer quelques minutes seulement après, en raison de sa nature de mort-vivant.
après avoir été vaincu, Durnehviir est impressionné par la force du joueur et appelle désormais le joueur « qahnaarin », ce qui signifie « vainqueur » dans la langue du Dragon. Durnehviir apprendra au joueur un cri de dragon (composé des trois mots du nom de Durnehviir) capable d'invoquer Durnehviir en Tamriel pendant une brève période. ceci est mutuellement bénéfique pour le joueur et Durnehviir, puisque le joueur pourra faire appel au pouvoir de Durnehviir si nécessaire, et Durnehviir bénéficiera d'un bref répit de la morosité du Cairn de l'Âme afin de voler dans les cieux de Tamriel. une fois de plus.
Durnehviir sera reconnaissant pour tout bref sursis que le joueur lui accordera en l'invoquant à Tamriel. Durnehviir montrera sa gratitude pour de telles invocations en apprenant au joueur les trois mots du Âme tear thu'um (Cri du Dragon). Durnehviir enseignera un mot de ce cri par invocation. contrairement à la plupart des cris, le cri de larme Âme ne fonctionne que lorsque les trois mots sont utilisés.
citations:
""Garde tes armes. Je te parlerais, qahnaarin.""
""Je suis maudit, pas mort. condamné à exister sous cette forme pour l'éternité. coincé entre laas et dinok, entre la vie et la mort.""
""Je crois en la courtoisie entre guerriers chevronnés et je trouve votre oreille digne de mes paroles.""
""mes griffes ont déchiré la chair d'innombrables ennemis, mais je n'ai jamais été abattu sur le champ de bataille. C'est pourquoi je vous nomme avec honneur ""qahnaarin"", ou vainqueur dans votre langue.""
""Mon désir de te parler est né du résultat de notre bataille, qahnaarin. Je souhaite simplement te demander respectueusement une faveur. Pendant d'innombrables années, j'ai parcouru le Cairn de l'Âme, au service involontaire des maîtres idéaux. . avant cela, j'ai parcouru les cieux au-dessus de Tamriel. Je désire y retourner. Je placerai mon nom avec vous et vous accorderai le droit de m'appeler depuis Tamriel. Faites-moi ce simple honneur et je me battrai à vos côtés. grah-zeymahzin, ton allié, et je t'apprendrai mon thu'um.""
si le joueur demande à Durnehviir pourquoi il a essayé de les tuer : ""l'hostilité était nécessaire. J'étais lié par un serment.""
si on lui demande s'il est libre maintenant : ""libre ? non. Je suis ici depuis trop longtemps, qahnaarin. Le Cairn de l'Âme est devenu une partie de ce que je suis. Je ne pourrai plus jamais pleinement appeler Tamriel ma maison, ou je le ferais."" périssez sûrement. J'espère seulement que vous m'accorderez de précieux moments de temps là-bas grâce à votre appel.
si on lui demande pourquoi il appelle le joueur qahnaarin : « dans ma langue, le qahnaarin est le vainqueur, celui qui a vaincu un camarade dovah au combat. »
s'il est convoqué à Tamriel : ""je me réjouis de ma liberté, ne serait-ce que pour un instant.""",/wiki/Durnehviir,Dragon,CrDragonVoice,Dragon,Neither,Dragon,007A31,00C71A,Bethesda,en,Shawn
Dushnamub,MaleOrc,"Dushnamub est un orsimer et le Forgeron de la forteresse de Narzulbur.
il a son atelier situé à l'extérieur de la Mine de Dévinoir, forgeant des armes et des armures avec le métal provenant de la mine. il est le fils du chef Mauhulakh et a une sœur nommée Urog. il déclare qu'il ne connaissait pas du tout sa vraie mère, mais qu'il a été élevé par le chef et ses autres épouses qui lui ont également appris à être un bon Forgeron.
étant un Forgeron, il vendra des armes et des armures et achètera n'importe quel minerai d'ébène au prix fort. si l'enfant de dragon vole des lingots de la mine ou tue un membre de sa famille, y compris Bolar, il peut envoyer des Voyous même s'ils ne sont pas détectés.
Dushnamub : « Ne te poses-tu jamais la question, père ? Dushnamub : ""mais vos tantes ne semblent même pas s'en soucier."" Mauhulakh : ""ce sont de bonnes femmes. elles m'aiment. vous ne direz plus du mal d'elles."" Dushnamub : ""Je n'ai jamais entendu parler d'une sage-femme perdant toutes ses mères comme ça.""",/wiki/Dushnamub,OrsimerMale,MaleOrc,Orsimer,Male,Elf,01B099,01B079,Bethesda,ru,
Maître de port de l'Empire oriental,MaleEvenToned,il est le Capitaine du port en charge de l'Entrepôt de la Compagnie de l'Empire oriental à Solitude. on le retrouve dans le bureau du Capitaine du port.,/wiki/East_Empire_Dockmaster,ImperialMaleEvenToned,MaleEvenToned,Imperial,Male,Human,03B81F,0132A0,Bethesda,pt,
Travailleur de l'Empire oriental,MaleEvenToned,il est un employé de la Compagnie de l'Empire oriental qui travaille à l'Entrepôt de la Compagnie de l'Empire oriental à Solitude. il s'appelle Jonne. c'est un Breton.,/wiki/East_Empire_Dockworker,BretonMaleEvenToned,MaleEvenToned,Breton,Male,Human,07E5ED,07E5EA,Bethesda,fr,Shawn - started
Mercenaire de l'Empire oriental,MaleNordCommander,"il est l'un des nombreux vétérans de la Légion impériale employés par la Compagnie de l'Empire oriental. ces mercenaires vétérans sont sous le commandement d'Adelaisa Vendicci. comme les autres mercenaires, c'est un homme nordique.",/wiki/East_Empire_Mercenary,NordMaleCommander,MaleNordCommander,Nord,Male,Human,,056AFD,Bethesda,en,Shawn - started
Garde de l'Empire oriental,,"Des gardes de l'Empire oriental patrouillent les quais de la Compagnie de l'Empire oriental Entrepôt.
cet Entrepôt est situé sur les quais de Solitude (la capitale provinciale de Bordeciel) immédiatement au sud-est de la ville. le bâtiment est le siège et l'Entrepôt principal de la Compagnie de l'Empire oriental à Bordeciel. l'intérieur de l'Entrepôt est constitué de quais intérieurs, avec des postes d'amarrage des deux côtés du bâtiment et de la voie navigable entre eux. il y a un sentier au bord de l'eau qui passe devant des piles de caisses portant l'écusson oriental de la Compagnie de l'Empire. il y a des étagères dans tout le bâtiment remplies de toutes sortes d'objets, notamment des caisses, des bottes de paille, des bûches sciées, des meubles, des tonneaux de nourriture et bien d'autres objets.
Les orientaux de la Garde de l'Empire portent des brassards en peau, une armure d'acier, des bottes à revers en acier et un casque ouvert en acier. ils portent une masse, une torche et deux potions de santé. ils sont hostiles envers les intrus et attaqueront toute personne non autorisée sans une seconde d'hésitation.",/wiki/East_Empire_Warden,NordRadiant,,Radiant,Either,,,0CA6D1,Bethesda,pt,Shawn - done
Guerrier d'ébonite,MaleEvenToned,"Guerrier d'ébonite est un mystérieux guerrier Rougegarde qui porte une armure complète en ébène.
dès qu'il atteint le niveau 80, le Guerrier d'ébonite attendra l'enfant de dragon dans l'une des principales villes de Bordeciel. lorsqu'il sera approché, il entamera une conversation et expliquera qu'il a vaincu tous les ennemis et ennemis précédents, et que son dernier défi est d'affronter l'enfant de dragon. à terme, son souhait est que son Âme soit envoyé à Sovngarde.
il demande à l'enfant de dragon de le rencontrer à son Dernier tour de garde, un camp situé en hauteur dans les montagnes Velothi, pour un combat à mort.
le Guerrier d'ébonite possède un grand nombre d'atouts dans plusieurs compétences ce qui fait de lui un adversaire redoutable.
le Guerrier d'ébonite ne reconnaîtra pas la raison pour laquelle l'enfant de dragon l'a rencontré lors de son Dernier tour de garde, et il n'initiera pas non plus la bataille. lorsqu'on lui parle, il ne répondra que par un dialogue générique jusqu'à ce que l'enfant de dragon l'attaque.
il préfère le combat au corps à corps, utilisant les sorts de cape de glacier et d'armure de mage en conjonction avec son épée et son bouclier. contrairement aux adversaires de mêlée courants, il est plus agressif au combat, utilisant fréquemment des attaques puissantes et des coups de bouclier. il utilise également les trois mots avec une force implacable lorsqu'il est à proximité.
il le poursuivra ou passera à son arc si l'enfant de dragon tente de fuir. Parfois, ses avantages de paralysie avec son épée ou son arc rendent l'enfant de dragon immobile pendant plusieurs secondes.
il utilise des sorts de guérison et se soignera en grande partie si sa santé tombe trop bas. il possède également de vigoureuses potions de soins qu'il utilisera s'il a subi suffisamment de dégâts.
L'un des avantages les plus potentiellement dangereux du Guerrier d'ébonite au combat est le risque de se blesser en le frappant en raison de son avantage d'armure lourde, la réflexion des coups. les dégâts reçus sont égaux à ceux infligés et peuvent potentiellement être mortels, surtout si une attaque sournoise est utilisée.",/wiki/Ebony_Warrior,RedguardMaleEvenToned,MaleEvenToned,Redguard,Male,Human,030CC9,0285C3,Bethesda,ar,
Edda,FemaleCoward,"Edda est une Mendiant Impérial déambulant dans la Faillaise. elle est généralement sur le marché pendant la journée pour demander un septim.
elle a apparemment perdu une grande partie de sa raison et souffre de paranoïa et de méfiance, comme l'a noté son compatriote Mendiant Snilf, conscient de l'état d'esprit fragile de la femme. elle peut être retrouvée morte par hasard devant Snilf lorsque Faillaise entre, notant que sa paranoïa aurait pu être justifiée.
lorsque des armes et des armures tombent à ses pieds, cela peut ouvrir une option de dialogue dans laquelle elle demande à les prendre. si de l'argent ou des objets lui sont donnés, elle peut aider l'enfant de dragon au combat. de même, si elle est tuée après qu'un acte de bienveillance lui ait été manifesté, elle peut laisser un héritage à l'enfant de dragon.
elle dort allée des mendiants, avec Snilf et Madesi. là où les deux autres attaquent un vampire, elle le défendra.
Parfois, comme d'autres personnes qui aiment l'Enfant de Dragon, elle peut trouver un objet et le leur donner.",/wiki/Edda,ImperialFemaleCoward,FemaleCoward,Imperial,Female,Human,044A8D,13356,Bethesda,pt,
Édith,FemaleCommoner,"Édith est une Mineur Nordique à Bordeciel qui travaille pour Beitild au fond de la Mine Vif-Argent à Aubétoile.
Édith passe la plupart de son temps à travailler dans les mines et on la trouve généralement en train d'extraire du minerai de mercure.
elle n'est pas propriétaire de maison et sera plutôt à l'Auberge Montvent lorsqu'elle aura fini de travailler.
",/wiki/Edith,NordFemaleCommoner,FemaleCommoner,Nord,Female,Human,0877B0,0877AF,Bethesda,en,
Edla,FemaleSultry,"Edla est une skaal trouvée dans le village skaal. jusqu'à ce que la quête ""le sort du skaal"" soit terminée, elle fait partie des villageois travaillant sur le Temple de Corberoc autour de la Pierre du Vent.
Edla demande à l'enfant de dragon de parler à son fils Nikulas de ses rêves de devenir aventurier et de le convaincre de rester au village avec elle. si l'enfant de dragon y parvient, elle le récompensera avec des ingrédients.
",/wiki/Edla,NordFemaleSultry,FemaleSultry,Nord,Female,Human,018FC0,018FBD,Bethesda,en,
Edorfin,MaleNord,"Edorfin est un personnage inutilisé résidant dans la fosse Vendeaume, un emplacement accessible uniquement via l'utilisation des commandes de la console.
Edorfin est un combattant de la fosse Vendeaume. selon lui, il est très déterminé et persévérant, ce qui compense son manque de force physique.",/wiki/Edorfin,NordMale,MaleNord,Nord,Male,Human,,01E957,Bethesda,en,
Eimar,MaleYoungEager,"Eimar travaille comme assistant junior à l'Hydromellerie d'Hydrohonning. Le rêve d’Eimar est de devenir un jour propriétaire de l’hydromel. c'est un jeune Nordique aux cheveux blonds et aux yeux verts. il passe ses heures de travail à nettoyer l'hydromel et parfois à goûter l'hydromel. il est plutôt content de son travail.
L'Hydromellerie d'Hydrhonning est située à proximité de la ville de Blancherive. plusieurs rivières, ponts de pierre et fermes entourent la zone autour de l'hydromel.
un homme d'âge moyen nommé Sabjorn est le fondateur et propriétaire de l'Hydromellerie d'Hydrohonning. honningbrew est un concurrent nouvellement créé de l'Hydromellerie Roncenoir à Faillaise, qui appartient à Maven Roncenoir. Maven n'est pas satisfaite de sa nouvelle concurrence et elle souhaite racheter ou éliminer Honninbrew en tant que concurrent. l'Hydromellerie d'Hydrohonning est petite, mais ce qui lui manque en taille est compensé par sa qualité. L'assistant principal de Sabjorn est un homme impérial nommé Mallus Maccius. alors que Mallus se plaint souvent de la façon dont Sabjorn le fait travailler, Eimar ne pense pas que Sabjorn les fasse travailler trop dur.
Si Maven Roncenoir réussit dans ses tentatives d'acquérir la propriété de l'Hydromellerie d'Hydrhonning de Sabjorn, Eimar sera quelque peu découragé et moins enthousiaste à propos de son travail, puisque l'hydromellerie devra alors commencer à vendre de l'hydromel de bruyère noire de qualité inférieure. si la tentative d’acquisition de Maven réussit, Mallus deviendra le nouveau gérant de l’hydromel.
citations:
""Nous sommes une petite entreprise, mais qui grandit rapidement. Sabjorn ne dirige cet endroit que depuis peu de temps maintenant, et regardez-le.""
""Mallus m'apprend tout ce qu'il sait sur le brassage. J'espère pouvoir reprendre son poste un jour.""
si à l'intérieur de l'Hydromellerie d'Hydrohonning : ""si vous avez besoin de déguster l'un des meilleurs hydromels de Bordeciel, vous êtes au bon endroit.""",/wiki/Eimar,NordMaleYoungEager,MaleYoungEager,Nord,Male,Human,0B2978,0B2977,Bethesda,en,Shawn - done
Einarth,Arngeir,"Einarth est un aîné Nordique et l'un des cinq barbes grises que l'enfant de dragon rencontre au Haut Hrothgar, près des Gorges du Monde.
Einarth enseigne le mot de pouvoir « ro » ou « équilibre » dans la langue du Dragon, qui est le deuxième mot du cri de force implacable.
l'enfant de dragon doit apprendre l'existence d'un cri qui peut aider à vaincre Alduin. Bien qu'Arngeir dise que le chef de Barbe grise, Paarthurnax, est au courant d'un tel cri, il refuse de permettre à l'Enfant de Dragon de lui parler. Einarth, cependant, convainc Arngeir de permettre à l'enfant de dragon de se rendre aux Gorges du Monde pour rencontrer Paarthurnax.
Einarth est présent au conseil de paix du Haut Hrothgar entre les Stormcloaks et l'empire. il se tient près du mur de la salle de réunion comme les autres barbes grises, à l'exception d'Arngeir qui préside le conseil.",/wiki/Einarth,ElderMale,MaleUniqueArngeir,Nord,Male,Human,0886B5,02C6CC,Bethesda,en,"maybe assign a ""silent"" voice if one exists?"
Eirid,FemaleChild,"Eirid est un enfant nordique que l'on retrouve à l'intérieur du Foyer gelé à Fortdhiver.
ses parents sont Haran et Dagur, qui coopèrent pour gérer l'auberge Le Foyer gelé. Eirid reste presque tout le temps dans sa maison et dort au sous-sol la nuit.
comme il n'y a pas d'autres enfants avec qui jouer à Fortdhiver, elle joue avec Assur, même si elle ne l'aime pas, disant qu'il est méchant et qu'il veut jouer à des jeux auxquels elle n'aime pas jouer. elle n'aime pas non plus qu'il déteste les mages du collège, qu'elle trouve gentils.
il lui est possible d'envoyer des Voyous après l'enfant de dragon s'ils volent le Foyer gelé.",/wiki/Eirid,NordFemaleChild,FemaleChild,Nord,Female,Human,01C18F,01C185,Bethesda,en,
Eisa Noirépine,FemaleNord,"Eisa Noirépine est une bandit avec des antécédents de démêlés avec la justice et divers groupes de bandits.
c'est une femme nordique aux cheveux bruns et aux yeux bleus. des lignes de peinture faciale rouge en diagonale ornent le centre de son visage. elle porte un ensemble complet d'armures en acier, comprenant des gantelets et des bottes. lorsque le combat est nécessaire, elle brandit une hache de guerre et un bouclier en acier.
après avoir purgé une peine d'un an de prison à Mine de Cidhna (une tristement célèbre prison de Markarth, dirigée par la famille corrompue au sang d'argent), Eisa a rejoint le gang de la rivière blanche, un groupe de bandits dirigé par Hajvarr main de fer. White River Gang a son siège à l'Observatoire de la rivière Blanche, une Grotte dans les montagnes entre la ville de Blancherive et la Gorge du Monde, le plus haut sommet de Tamriel. Finalement, Eisa et certains des autres bandits ont commencé à planifier une mutinerie contre Hajvarr, mais l'oncle aveugle de Hajvarr, Ulfr, a surpris leur plan. Hajvarr et ses fidèles bandits ont ensuite tué toutes les personnes impliquées dans la mutinerie planifiée, à l'exception d'Eisa et de son ami Ra'jiir, qui ont réussi à s'échapper de justesse de l'Observatoire de la rivière Blanche. Eisa et Ra'jiir s'enfuirent alors vers la ville de Vendeaume, où ils entendirent parler d'un groupe de Chasseuse de trésorss près de Morthal.
Après avoir rejoint un groupe de bandits dirigé par un homme nommé Kyr, Eisa fut chargée de leur expédition de chasse au trésor dans l'ancienne ruine nordique de la Crypte de Givrelac. Eisa et ses camarades bandits découvrirent bientôt une petite forêt souterraine cachée dans cette crypte, dans laquelle ils découvrirent une épée sur un piédestral de monument. Kyr a décidé de garder cette mystérieuse épée pour lui. Peu de temps après que Kyr ait retiré l'épée de son piédestral, l'ami d'Eisa, Ra'jirr, a commencé à avoir des hallucinations à propos d'un ancien esprit nommé ""La dame du Clos"". Ra'jirr décida bientôt de voler l'épée à Kyr afin de la remettre sur son piédestral dans la forêt souterraine. Malheureusement, Kyr a supposé qu'Eisa avait travaillé avec Ra'jirr pour voler l'épée pour lui-même et a mis une prime de 100 pièces d'or sur chacun d'eux. les autres membres du groupe Bandit trouvèrent et attaquèrent alors Eisa, la chassant de la Crypte de Givrelac.
lors d'une conversation avec elle, Eisa parlera de l'existence de cette épée maudite et exprimera son intention de quitter la zone et de s'éloigner de l'épée et des bandits de Kyr.
après cette rencontre déchirante à la crypte, eisa envisage de se rendre à l'Auberge du Mauresque à Morthal pour un répit temporaire.
citations:
""Au nom de Dagon, qui es-tu ? Parle, ou je t'abats sur place.""
""Je faisais partie du gang dans les ruines ici. Un de mes amis est devenu fou et a volé l'épée du patron. Ils m'ont blâmé pour ça. Ecoute, j'en ai fini ici. Nettoyez le sol avec ces idiots pour tout ce que je m'en soucie. juste vas t'en de mon chemin.""",/wiki/Eisa_Blackthorn,NordFemale,FemaleNord,Nord,Female,Human,0D001B,0D001A,Bethesda,en,Shawn - doneish
